Name,CDSName,RA,Dec,ra1,ra2,ra3,RA_dec,RA_radians,sde,de1,de2,de3,de_dec,Dec_radians,LongGal,LatGal,B,V,B-V,B0-V0,EB-V,OType,Sp,Sp_s,Miles
HD 222304, 18 And,"23 39 08,33209","+50 28 18,2378",23,39,08.3,354.784717041667,6.19216144813353,+,50,28,18.2,50.4717327222222,0.880897915189338,111.3363,-10.7651,5.24,5.35,-0.11,-0.07,-0.04,Star,B9Ve,B9,
HD 222386,HD 222386,"23 39 10,17490","+75 17 34,3668",23,39,10.2,354.792395416667,6.19229546105848,+,75,17,34.4,75.2928796666667,1.31410865349122,118.2956,13.0756,6.063,5.959,0.104,0.08,0.02,Star,A3V,A3,
HD 222439,kap And,"23 40 24,50763","+44 20 02,1566",23,40,24.5,355.102115125,6.19770108972721,+,44,20,02.2,44.3339323888889,0.773773090542666,109.7659,-16.7144,4.076,4.137,-0.061,-0.01,-0.05,PM*,A0V,A0,
HD 22252 ,HD 22252,"03 30 51,70736","-66 29 22,9732",03,30,51.7,52.7154473333333,0.920058122628331,-,66,29,23.0,-66.4897147777778,-1.16046444158415,282.2297,-43.6833,5.751,5.806,-0.055,-0.11,0.06,Star,B8V,B8,
HD 222602,HD 222602,"23 41 56,69001","+07 15 01,9659",23,41,56.7,355.486208375,6.20440478157439,+,07,15,02.0,7.25054608333333,0.126545901721746,94.3648,-51.7249,5.994,5.902,0.092,0.08,0.01,V*,A3Vn,A3,
HD 222603,lam Psc,"23 42 02,80612","+01 46 48,1484",23,42,02.8,355.511692166667,6.20484955764487,+,01,46,48.1,1.78004122222222,0.031067580149002,90.1449,-56.6086,4.7,4.5,0.2,0.2,0.00,PM*,A7V,A7,
HD 222661,ome02 Aqr,"23 42 43,34473","-14 32 41,6523",23,42,43.3,355.680603041667,6.20779760855605,-,14,32,41.7,-14.5449034166667,-0.253856454005407,67.6603,-69.6437,4.451,4.483,-0.032,-0.07,0.04,PM*,B9V,B9,
HD 222847,i01 Aqr,"23 44 12,07893","-18 16 36,9688",23,44,12.1,356.050328875,6.21425054167739,-,18,16,37.0,-18.2769357777778,-0.318992706497773,59.1744,-72.1726,5.159,5.235,-0.076,-0.07,-0.01,Star,B9V,B9,
HD 223145,sig Phe,"23 47 15,99579","-50 13 35,2578",23,47,16.0,356.816649125,6.22762535316459,-,50,13,35.3,-50.2264605,-0.876617107347877,326.5845,-63.8521,5,5.161,-0.161,-0.2,0.04,Star,B3V,B3,
HD 223274,HD 223274,"23 47 54,77158","+67 48 24,5072",23,47,54.8,356.978214916667,6.23044520818777,+,67,48,24.5,67.8068075555556,1.18345204711061,116.9697,5.6734,5.054,5.048,0.006,0.02,-0.01,Star,A1Vn,A1,
HD 223352,del Scl,"23 48 55,54658","-28 07 48,9745",23,48,55.5,357.231444083333,6.23486489090818,-,28,07,49.0,-28.1302706944444,-0.490965843095326,25.1767,-76.1274,4.586,4.577,0.009,-0.01,0.02,**,A0V,A0,
HD 223781, 82 Peg,"23 52 37,10541","+10 56 50,3620",23,52,37.1,358.154605875,6.25097710370138,+,10,56,50.4,10.9473227777778,0.191066826750794,100.4442,-49.339,5.47,5.3,0.17,0.12,0.05,PulsV*delSct,A4Vn,A4,
HD 224392,eta Tuc,"23 57 35,07819","-64 17 53,6293",23,57,35.1,359.396159125,6.27264629575271,-,64,17,53.6,-64.2982303611111,-1.12221582300717,312.3366,-51.8355,5.058,5.002,0.056,0.02,0.04,**,A1V,A1,
HD 224572,sig Cas,"23 59 00,53819","+55 45 17,7430",23,59,00.5,359.752242458333,6.27886112233085,+,55,45,17.7,55.7549286111111,0.973107078478278,115.5545,-6.364,4.891,4.997,-0.106,-0.26,0.15,**,B1V,B1,
HD 22780 ,HD 22780,"03 41 07,85747","+37 34 48,7107",03,41,07.9,55.2827394583333,0.964865823070103,+,37,34,48.7,37.5801974166667,0.655898178470301,156.373,-14.0377,5.479,5.541,-0.062,-0.13,0.07,Be*,B7Vne,B7,
HD 22951 ,o Per,"03 42 22,64555","+33 57 54,0893",03,42,22.6,55.5943564583333,0.97030456572529,+,33,57,54.1,33.9650248055556,0.592801513378492,158.9199,-16.703,4.927,4.975,-0.048,-0.3,0.25,Star,"B0,5V","B0,5",
HD 23016 , 13 Tau,"03 42 18,94710","+19 42 00,9206",03,42,18.9,55.57894625,0.970035606851456,+,19,42,00.9,19.7002557222222,0.343834325837631,168.9959,-27.5083,5.664,5.681,-0.017,-0.07,0.05,Be*,B9Vne,B9,
HD 23300 ,HD 23300,"03 45 59,26000","+45 40 54,8277",03,45,59.3,56.4969166666667,0.986057213058194,+,45,40,54.8,45.6818965833333,0.797299503934714,152.0009,-7.1088,5.574,5.653,-0.079,-0.14,0.06,Star,B6V,B6,
HD 23324 , 18 Tau,"03 45 09,73992","+24 50 21,3368",03,45,09.7,56.290583,0.982456011217147,+,24,50,21.3,24.8392602222222,0.433526874637436,165.7052,-23.2643,5.585,5.651,-0.066,-0.11,0.04,PM*,B8V,B8,
HD 23363 , 24 Eri,"03 44 30,51002","-01 09 47,1437",03,44,30.5,56.1271250833333,0.979603132382863,-,01,09,47.1,-1.16309547222222,-0.020299845505316,188.3211,-41.0848,5.15,5.25,-0.1,-0.13,0.03,Star,B7V,B7,
HD 23432 , 21 Tau,"03 45 54,47689","+24 33 16,2442",03,45,54.5,56.4769870416667,0.985709375483256,+,24,33,16.2,24.5545122777778,0.428557085468595,166.0494,-23.3633,5.727,5.761,-0.034,-0.11,0.08,PM*,B8V,B8,
HD 23466 ,u Tau,"03 45 40,44358","+06 02 59,9751",03,45,40.4,56.4185149166667,0.984688844381368,+,06,02,60.0,6.04999308333333,0.10559229902705,181.2822,-36.391,5.234,5.332,-0.098,-0.2,0.10,SB*,B3V,B3,
HD 23523 ,HD 23523,"03 49 36,59742","+63 17 49,0722",03,49,36.6,57.40248925,1.00186243625315,+,63,17,49.1,63.2969645,1.10474043704297,141.4492,7.0255,6.006,5.832,0.174,0.15,0.02,**,A5Vn,A5,
HD 23738 ,sig For,"03 46 27,42837","-29 20 17,3620",03,46,27.4,56.614284875,0.988105674730776,-,29,20,17.4,-29.3381561111111,-0.512047420602984,226.8093,-51.6107,6.028,5.917,0.111,0.08,0.03,Star,A3V,A3,
HD 23753 ,HD 23753,"03 48 20,81574","+23 25 16,5016",03,48,20.8,57.08673225,0.996351436966931,+,23,25,16.5,23.4212504444444,0.40877793518974,167.3318,-23.8255,5.378,5.441,-0.063,-0.11,0.05,PM*,B8V,B8,
HD 23793 ,e Tau,"03 48 16,26753","+11 08 35,8677",03,48,16.3,57.067781375,0.996020681802047,+,11,08,35.9,11.1432965833333,0.194487214905401,177.1712,-32.534,4.92,5.06,-0.14,-0.2,0.06,V*,"B3V+,,,",B3,
HD 23848 ,n Per,"03 49 32,68952","+33 05 28,9603",03,49,32.7,57.3862063333333,1.00157824574549,+,33,05,29.0,33.0913778611111,0.577553497697947,160.7003,-16.4168,5.198,5.144,0.054,0.08,-0.03,SB*,A3V,A3,
HD 23878 ,tau07 Eri,"03 47 39,65058","-23 52 28,8352",03,47,39.7,56.91521075,0.993357822053971,-,23,52,28.8,-23.8746764444444,-0.416691711803888,218.3718,-50.3025,5.313,5.243,0.07,0.02,0.05,Pec*,A1V,A1,
HD 23985 ,HD 23985,"03 50 18,94122","+25 34 45,7479",03,50,18.9,57.57892175,1.00494176428568,+,25,34,45.7,25.5793744166667,0.446444304171238,166.1043,-21.9337,5.447,5.237,0.21,0.05,0.16,**,"A2V+,,,",A2,
HD 24071 ,HD 24071,"03 48 35,38"," -37 37 19,6      ",03,48,35.4,57.1474166666667,0.997410579842417,-,37,37,19.6,-37.6221111111111,-0.656629710440031,240.1747,-51.5328,5.42,5.42,0,0.02,-0.02,PM*,A1V,A1,
HD 24072 ,HD 24072,"03 48 35,600 ","-37 37 17,86    ",03,48,35.6,57.1483333333333,0.997426578693892,-,37,37,17.9,-37.6216277777778,-0.65662127468198,240.1739,-51.5321,4.85,4.86,-0.01,-0.07,0.06,PM*,B9V,B9,
HD 24131 ,HD 24131,"03 51 53,72030","+34 21 32,8334",03,51,53.7,57.9738345833333,1.01183429348572,+,34,21,32.8,34.3591203888889,0.599679778875226,160.2266,-15.1369,5.747,5.784,-0.037,-0.26,0.22,Star,B1V,B1,
HD 2421  ,HD 2421,"00 28 13,65460","+44 23 40,0308",00,28,13.7,7.05689416666667,0.123166038173115,+,44,23,40.0,44.394453,0.774829374471874,118.5686,-18.2806,5.218,5.183,0.035,0.05,-0.01,SB*,A2Vs,A2,
HD 24263 , 31 Tau,"03 52 00,22980","+06 32 05,6584",03,52,00.2,58.0009575,1.0123076776843,+,06,32,05.7,6.53490511111111,0.114055610494295,182.071,-34.8749,5.721,5.691,0.03,-0.16,0.19,**,B5V,B5,
HD 24388 , 30 Eri,"03 52 41,65702","-05 21 40,5455",03,52,41.7,58.1735709166667,1.01532035013825,-,05,21,40.5,-5.36126263888889,-0.093571685112771,194.4865,-41.7379,5.388,5.476,-0.088,-0.11,0.02,Star,B8V,B8,
HD 24479 ,HD 24479,"03 57 25,44380","+63 04 20,1442",03,57,25.4,59.3560158333333,1.03595790715755,+,63,04,20.1,63.0722622777778,1.10081864342864,142.2766,7.417,4.893,4.946,-0.053,-0.07,0.02,Be*,B9V,B9,
HD 24504 ,HD 24504,"03 55 58,17439","+47 52 17,1184",03,55,58.2,58.9923932916667,1.029611496571,+,47,52,17.1,47.8714217777778,0.83551392763314,151.9441,-4.3321,5.306,5.379,-0.073,-0.14,0.07,Star,B6V,B6,
HD 24587 ,tau08 Eri,"03 53 42,70302","-24 36 44,0309",03,53,42.7,58.42792925,1.0197597405348,-,24,36,44.0,-24.6122308055556,-0.429564463817721,219.9955,-49.1428,4.506,4.625,-0.119,-0.16,0.04,SB*,B5V,B5,
HD 24626 ,i Eri,"03 53 38,94703","-34 43 56,2697",03,53,38.9,58.4122792916667,1.01948659723409,-,34,43,56.3,-34.7322971388889,-0.606192941854618,235.5682,-50.5308,4.965,5.089,-0.124,-0.14,0.02,Star,B6V,B6,
HD 24640 ,HD 24640,"03 56 28,69092","+35 04 51,2349",03,56,28.7,59.1195455,1.0318307212576,+,35,04,51.2,35.0808985833333,0.61227718483738,160.4687,-13.9738,5.431,5.489,-0.058,-0.26,0.20,Cepheid,"B1,5V","B1,5",
HD 24760 ,eps Per,"03 57 51,23205","+40 00 36,7752",03,57,51.2,59.463466875,1.03783328161933,+,40,00,36.8,40.0102153333333,0.698309991998587,157.3538,-10.0885,2.733,2.901,-0.168,-0.3,0.13,PulsV*bCep,"B0,5V+,,,","B0,5",
HD 25204 ,lam Tau,"04 00 40,81572","+12 29 25,2259",04,00,40.8,60.1700655,1.05016575411565,+,12,29,25.2,12.4903405277778,0.217997566905009,178.3718,-29.3757,3.31,3.408,-0.098,-0.2,0.10,EB*Algol,"B3V+,,,",B3,
HD 25267 ,tau09 Eri,"03 59 55,48381","-24 00 58,3798",03,59,55.5,59.9811825416667,1.04686912459182,-,24,00,58.4,-24.0162166111111,-0.419162053736043,219.6469,-47.6246,4.513,4.62,-0.107,-0.14,0.03,RotV*alf2CVn,"B6V+,,,",B6,
HD 25330 ,HD 25330,"04 01 46,13616","+09 59 52,8433",04,01,46.1,60.442234,1.05491599056086,+,09,59,52.8,9.99801202777778,0.174498228538717,180.756,-30.7996,5.679,5.676,0.003,-0.16,0.16,Star,B5V,B5,
HD 25340 , 35 Eri,"04 01 32,05014","-01 32 58,7831",04,01,32.1,60.38354225,1.05389162627961,-,01,32,58.8,-1.54966197222222,-0.027046703708227,191.8834,-37.8142,5.13,5.28,-0.15,-0.16,0.01,Star,B5V,B5,
HD 25371 ,HD 25371,"04 00 40,65547","-30 29 26,5055",04,00,40.7,60.1693977916667,1.05015410040679,-,30,29,26.5,-30.4906959722222,-0.532163035939851,229.2275,-48.7081,5.956,5.922,0.034,0.05,-0.02,Star,A2V,A2,
HD 25558 , 40 Tau,"04 03 44,60515","+05 26 08,2465",04,03,44.6,60.9358547916667,1.06353129863175,+,05,26,08.2,5.43562402777778,0.094869536185238,185.3092,-33.2825,5.229,5.308,-0.079,-0.2,0.12,PulsV*,B3V,B3,
HD 25940 ,c Per,"04 08 39,69216","+47 42 45,0429",04,08,39.7,62.165384,1.0849906315666,+,47,42,45.0,47.7125119166667,0.832740427342864,153.6542,-3.0451,3.967,4.003,-0.036,-0.2,0.16,Be*,B3Ve,B3,
HD 26171 ,HD 26171,"04 09 01,57045","+13 23 53,8126",04,09,01.6,62.2565435416667,1.0865816657133,+,13,23,53.8,13.3982812777778,0.233844122405536,179.1063,-27.2447,5.976,5.942,0.034,-0.07,0.10,Star,"B9,5V","B9,5",
HD 26356 ,HD 26356,"04 28 13,27286","+83 48 28,0466",04,28,13.3,67.0553035833333,1.17033582845352,+,83,48,28.0,83.8077907222222,1.46272188692513,128.4017,23.4009,5.395,5.5,-0.105,-0.16,0.06,Be*,B5V,B5,
HD 26591 ,VGW Eri,"04 11 36,20392","-20 21 22,1673",04,11,36.2,62.9008496666667,1.09782692898531,-,20,21,22.2,-20.3561575833333,-0.355281972883978,215.7224,-43.9875,5.958,5.794,0.164,0.02,0.14,EB*Algol,"A1V+,,,",A1,
HD 26612 ,del Hor,"04 10 50,58927","-41 59 36,8537",04,10,50.6,62.710788625,1.09450973802846,-,41,59,36.9,-41.9935704722222,-0.732926069408547,246.4962,-47.0177,5.26,4.9,0.36,0.3,0.06,**,A9V,A9,
HD 26670 ,HD 26670,"04 16 53,55681","+61 50 59,9698",04,16,53.6,64.223153375,1.12090548240706,+,61,50,60.0,61.8499916111111,1.07948599594476,144.782,8.0412,5.561,5.676,-0.115,-0.16,0.05,Star,B5Vn,B5,
HD 26764 ,HD 26764,"04 16 43,08708","+53 36 42,4738",04,16,43.1,64.1795295,1.12014410215583,+,53,36,42.5,53.6117982777778,0.935702397862248,150.5413,2.126,5.249,5.2,0.049,0.05,0.00,Star,A2Vn,A2,
HD 26793 ,HD 26793,"04 14 36,23274","+10 00 41,0529",04,14,36.2,63.65096975,1.11091899422481,+,10,00,41.1,10.0114035833333,0.174731955275125,183.043,-28.344,5.124,5.208,-0.084,-0.07,-0.01,Star,B9Vn,B9,
HD 2696  ,HD 2696,"00 30 22,65465","-23 47 15,6501",00,30,22.7,7.594394375,0.132547186538687,-,23,47,15.7,-23.7876805833333,-0.415173347591892,66.8724,-84.191,5.31,5.19,0.12,0.08,0.04,**,A3V,A3,
HD 27084 ,HD 27084,"04 19 13,23824","+50 02 55,2970",04,19,13.2,64.8051593333333,1.1310634026462,+,50,02,55.3,50.0486936111111,0.873514489835739,153.3056,-0.1559,5.67,5.4,0.27,0.2,0.07,PM*,A7V,A7,
HD 27322 ,HD 27322,"04 21 51,80647","+56 30 22,7392",04,21,51.8,65.4658602916667,1.1425948097402,+,56,30,22.7,56.5063164444444,0.98622127012937,149.0302,4.7039,6.03,5.92,0.11,0.08,0.03,Star,A3V,A3,
HD 27376 ,ups04 Eri,"04 17 53,66241","-33 47 54,0569",04,17,53.7,64.473593375,1.12527648498575,-,33,47,54.1,-33.7983491388889,-0.589892474212202,234.675,-45.4711,3.452,3.546,-0.094,-0.07,-0.02,SB*,B9V,B9,
HD 27616 ,HD 27616,"04 20 39,01323","-20 38 22,6434",04,20,39.0,65.162555125,1.13730113594356,-,20,38,22.6,-20.6396231666667,-0.360229380629232,217.009,-42.0681,5.36,5.38,-0.02,-0.01,-0.01,Star,A0V,A0,
HD 27638 ,chi Tau,"04 22 34,94293","+25 37 45,5379",04,22,34.9,65.6455955416667,1.14573178163459,+,25,37,45.5,25.6293160833333,0.447315950688503,171.506,-16.7421,5.347,5.376,-0.029,-0.07,0.04,SB*,B9V,B9,
HD 2772  ,lam Cas,"00 31 46,35935","+54 31 20,2257",00,31,46.4,7.94316395833333,0.138634364098662,+,54,31,20.2,54.5222849166667,0.951593387506276,120.0511,-8.2394,4.645,4.732,-0.087,-0.11,0.02,**,B8Vn,B8,
HD 27777 , 55 Per,"04 24 29,15549","+34 07 50,7293",04,24,29.2,66.1214812083333,1.15403755338097,+,34,07,50.7,34.1307581388889,0.595694105725463,165.3842,-10.6503,5.668,5.722,-0.054,-0.11,0.06,Star,B8V,B8,
HD 27819 ,del02 Tau,"04 24 05,75985","+17 26 38,8583",04,24,05.8,66.023999375,1.15233617442843,+,17,26,38.9,17.4441273055556,0.304457456618992,178.2884,-21.8596,4.963,4.804,0.159,0.2,-0.04,PM*,A7V,A7,
HD 27820 ,r Tau,"04 23 51,82553","+09 27 39,4939",04,23,51.8,65.9659397083333,1.15132284208248,+,09,27,39.5,9.46097052777778,0.165125086143868,185.1101,-26.8763,5.195,5.113,0.082,0.08,0.00,**,A3V,A3,
HD 27861 ,ksi Eri,"04 23 40,85270","-03 44 43,6771",04,23,40.9,65.9202195833334,1.15052487536681,-,03,44,43.7,-3.74546586111111,-0.065370711297434,197.8246,-34.2981,5.248,5.171,0.077,0.05,0.03,PM*,A2V,A2,
HD 27946 ,kap02 Tau,"04 25 25,01518","+22 11 59,9876",04,25,25.0,66.3542299166667,1.15809978467116,+,22,11,60.0,22.1999965555556,0.387463033825845,174.647,-18.5368,5.506,5.275,0.231,0.2,0.03,PulsV*delSct,A7V,A7,
HD 28024 ,ups Tau,"04 26 18,46368","+22 48 48,8885",04,26,18.5,66.576932,1.16198666927637,+,22,48,48.9,22.8135801388889,0.398172087591197,174.3018,-17.9788,4.545,4.293,0.252,0.27,-0.02,PulsV*delSct,A8Vn,A8,
HD 28149 , 72 Tau,"04 27 17,44733","+22 59 46,8012",04,27,17.4,66.8226972083333,1.16627608134864,+,22,59,46.8,22.9963336666667,0.401361738370554,174.3129,-17.6881,5.421,5.515,-0.094,-0.13,0.04,**,B7V,B7,
HD 2834  ,lam01 Phe,"00 31 24,98046","-48 48 12,6538",00,31,25.0,7.85408525,0.137079647344822,-,48,48,12.7,-48.8035149444444,-0.851782022326812,311.7487,-67.9806,4.79,4.77,0.02,-0.01,0.03,PM*,A0V,A0,
HD 28355 ,b Tau,"04 28 50,16426","+13 02 51,3693",04,28,50.2,67.20901775,1.17301864676881,+,13,02,51.4,13.0476025833333,0.227723624570884,182.7806,-23.7273,5.226,5.014,0.212,0.2,0.01,PM*,A7V,A7,
HD 28375 ,HD 28375,"04 28 32,11967","+01 22 50,9578",04,28,32.1,67.1338319583333,1.17170640715351,+,01,22,51.0,1.38082161111111,0.024099883496582,193.418,-30.5659,5.427,5.528,-0.101,-0.2,0.10,Star,B3V,B3,
HD 28780 ,HD 28780,"04 36 24,19837","+64 15 41,7682",04,36,24.2,69.1008265416667,1.20603693900157,+,64,15,41.8,64.2616022777778,1.12157654235431,144.5353,11.3016,5.88,5.91,-0.03,0.02,-0.05,Star,A1V,A1,
HD 2884  ,bet01 Tuc,"00 31 32,66807","-62 57 29,5875",00,31,32.7,7.88611695833333,0.137638706120277,-,62,57,29.6,-62.95821875,-1.09882820837833,306.7787,-54.0212,4.29,4.335,-0.045,-0.07,0.03,**,B9V,B9,
HD 2885  ,bet02 Tuc,"00 31 33,47660","-62 57 56,0254",00,31,33.5,7.88948583333333,0.137697504081115,-,62,57,56.0,-62.9655626111111,-1.09895638293453,306.7745,-54.0141,4.649,4.514,0.135,0.05,0.09,**,A2V,A2,
HD 28910 ,rho Tau,"04 33 50,91753","+14 50 39,9232",04,33,50.9,68.462156375,1.19489004175898,+,14,50,39.9,14.8444231111111,0.259084058848029,182.05,-21.665,4.886,4.657,0.229,0.27,-0.04,PulsV*delSct,A8V,A8,
HD 28978 ,HD 28978,"04 34 08,26869","+05 34 07,0520",04,34,08.3,68.534452875,1.19615185372164,+,05,34,07.1,5.56862555555556,0.097190850755143,190.3245,-27.0801,5.738,5.681,0.057,0.05,0.01,Star,A2Vs,A2,
HD 2913  , 51 Psc,"00 32 23,78125","+06 57 19,6571",00,32,23.8,8.09908854166667,0.141355761462629,+,06,57,19.7,6.95546030555556,0.121395683323715,114.5464,-55.606,5.683,5.698,-0.015,-0.07,0.05,**,"B9,5V","B9,5",
HD 29316 ,2 Cam,"04 39 58,07002","+53 28 22,9163",04,39,58.1,69.9919584166667,1.22159012428979,+,53,28,22.9,53.4730323055556,0.93328047475724,153.0306,4.5276,5.686,5.376,0.31,0.27,0.04,**,A8V,A8,
HD 29335 , 49 Eri,"04 37 13,67409","+00 59 53,9284",04,37,13.7,69.306975375,1.20963491489238,+,00,59,53.9,0.998313444444444,0.017423856572481,195.1343,-28.939,5.201,5.307,-0.106,-0.13,0.02,V*,B7V,B7,
HD 29365 ,VHU Tau,"04 38 15,83001","+20 41 05,0016",04,38,15.8,69.565958375,1.21415502094907,+,20,41,05.0,20.6847226666667,0.361016515395235,177.8838,-17.2165,5.838,5.857,-0.019,-0.11,0.09,EB*Algol,B8V,B8,
HD 29388 ,c Tau,"04 38 09,46296","+12 30 39,0089",04,38,09.5,69.539429,1.21369199600683,+,12,30,39.0,12.5108358055556,0.218355276983342,184.7368,-22.2407,4.399,4.271,0.128,0.17,-0.04,PM*,A6V,A6,
HD 29488 ,sig02 Tau,"04 39 16,50230","+15 55 04,7029",04,39,16.5,69.8187595833333,1.21856723438751,+,15,55,04.7,15.9179730277778,0.277821039578373,181.9948,-19.9736,4.832,4.675,0.157,0.15,0.01,PM*,A5Vn,A5,
HD 29526 ,HD 29526,"04 41 24,12862","+48 18 03,1629",04,41,24.1,70.3505359166667,1.22784848228836,+,48,18,03.2,48.3008785833333,0.84300936288518,157.0654,1.2767,5.649,5.648,0.001,-0.01,0.01,PM*,A0V,A0,
HD 29573 ,HD 29573,"04 38 53,55464","-12 07 23,2277",04,38,53.6,69.7231443333333,1.21689843345989,-,12,07,23.2,-12.1231188055556,-0.211588338767387,208.964,-34.8486,5.078,5.005,0.073,-0.01,0.08,**,A0V,A0,
HD 29646 ,HD 29646,"04 41 19,76123","+28 36 53,9835",04,41,19.8,70.3323384583333,1.22753087672495,+,28,36,54.0,28.6149954166667,0.499425885463921,172.0174,-11.6372,5.742,5.726,0.016,0.05,-0.03,Star,A2V,A2,
HD 29722 , 59 Per,"04 42 54,33020","+43 21 54,5272",04,42,54.3,70.7263758333333,1.23440812629461,+,43,21,54.5,43.3651464444445,0.756864586065069,160.9511,-1.7788,5.328,5.301,0.027,0.02,0.01,PM*,A1Vn,A1,
HD 29763 ,tau Tau,"04 42 14,70161","+22 57 24,9214",04,42,14.7,70.5612567083333,1.23152625390535,+,22,57,24.9,22.9569226111111,0.400673885689422,176.6445,-15.0718,4.152,4.264,-0.112,-0.2,0.09,SB*,B3V,B3,
HD 3003  ,bet03 Tuc,"00 32 43,90572","-63 01 53,4040",00,32,43.9,8.1829405,0.142819254219791,-,63,01,53.4,-63.0315011111111,-1.10010722686335,306.5355,-53.9657,5.114,5.07,0.044,-0.01,0.05,**,A0V,A0,
HD 30076 , 56 Eri,"04 44 05,32090","-08 30 12,8425",04,44,05.3,71.0221704166667,1.23957071568335,-,08,30,12.8,-8.50356736111111,-0.148415248616514,205.7222,-32.1233,5.699,5.775,-0.076,-0.24,0.16,Be*,B2Ve,B2,
HD 30127 ,HD 30127,"04 44 07,98222","-18 39 59,7095",04,44,08.0,71.03325925,1.23976425233522,-,18,39,59.7,-18.6665859722222,-0.325793385321864,216.9851,-36.1985,5.557,5.527,0.03,0.02,0.01,PM*,A1V,A1,
HD 30739 ,pi.02 Ori,"04 50 36,72298","+08 54 00,6493",04,50,36.7,72.6530124166667,1.26803427816316,+,08,54,00.6,8.90018036111111,0.155337451322727,189.8227,-21.8285,4.372,4.353,0.019,0.02,0.00,Star,A1Vn,A1,
HD 30958 ,5 Cam,"04 55 03,12443","+55 15 32,7912",04,55,03.1,73.7630184583333,1.28740753830727,+,55,15,32.8,55.2591086666667,0.964453387950667,153.07,7.3581,5.53,5.52,0.01,-0.07,0.08,Star,"B9,5V","B9,5",
HD 31093 ,HD 31093,"04 51 28,21644","-34 54 22,6341",04,51,28.2,72.8675685,1.27177898824751,-,34,54,22.6,-34.90628725,-0.609229642159417,237.3426,-38.7392,5.929,5.831,0.098,0.02,0.08,**,A1Vn,A1,
HD 31134 ,HD 31134,"04 56 07,07310","+52 52 11,1337",04,56,07.1,74.02947125,1.29205801682298,+,52,52,11.1,52.8697593611111,0.922751375588482,155.0538,5.9975,5.83,5.74,0.09,0.05,0.04,Star,A2Vs,A2,
HD 31278 ,7 Cam,"04 57 17,19609","+53 45 07,5654",04,57,17.2,74.321650375,1.29715750455983,+,53,45,07.6,53.7521015,0.938151151041183,154.4651,6.6806,4.444,4.452,-0.008,0.02,-0.03,SB*,A1V,A1,
HD 31283 ,g Ori,"04 54 46,89718","+11 25 33,6335",04,54,46.9,73.6954049166667,1.28622745938625,+,11,25,33.6,11.4260093055556,0.199421482745456,188.2081,-19.5589,5.3,5.186,0.114,0.08,0.03,**,A3V,A3,
HD 31295 ,pi.01 Ori,"04 54 53,72877","+10 09 02,9952",04,54,53.7,73.723869875,1.28672426663061,+,10,09,03.0,10.150832,0.177165440216801,189.346,-20.2533,4.737,4.656,0.081,-0.01,0.09,PM*,A0V,A0,
HD 31331 ,HD 31331,"04 54 50,70946","+00 28 01,8062",04,54,50.7,73.7112894166667,1.28650469621128,+,00,28,01.8,0.467168388888889,0.008153626547348,198.2178,-25.452,5.86,5.975,-0.115,-0.16,0.05,SB*,B5V,B5,
HD 31373 ,HD 31373,"04 55 50,15389","+15 02 25,0044",04,55,50.2,73.9589745416667,1.29082761715075,+,15,02,25.0,15.040279,0.26250238896856,185.2377,-17.2812,5.701,5.785,-0.084,-0.07,-0.01,Star,B9V,B9,
HD 31512 ,b Eri,"04 56 24,18609","-05 10 16,8710",04,56,24.2,74.100775375,1.29330250857449,-,05,10,16.9,-5.17135305555556,-0.090257137602514,203.9326,-27.8754,5.368,5.49,-0.122,-0.14,0.02,**,B6V,B6,
HD 31592 ,k Tau,"04 58 09,39400","+25 03 01,4614",04,58,09.4,74.5391416666667,1.30095344369383,+,25,03,01.5,25.0504059444444,0.437212062691714,177.2442,-10.9193,5.805,5.789,0.016,-0.01,0.03,PM*,A0V,A0,
HD 31647 ,ome Aur,"04 59 15,40974","+37 53 24,8816",04,59,15.4,74.81420725,1.30575424378191,+,37,53,24.9,37.8902448888889,0.661309527698064,167.1505,-2.8768,5.008,4.989,0.019,0.02,0.00,**,A1V,A1,
HD 319   ,HD 319,"00 07 46,89955","-22 30 30,8173",00,07,46.9,1.94541479166667,0.033953893431583,-,22,30,30.8,-22.5085603611111,-0.392848488185273,55.5634,-79.0761,6.068,5.942,0.126,0.02,0.11,PM*,A1V,A1,
HD 32249 ,psi Eri,"05 01 26,34599","-07 10 26,2662",05,01,26.3,75.3597749583333,1.31527619658489,-,07,10,26.3,-7.17396283333333,-0.125209271857368,206.5936,-27.6891,4.62,4.81,-0.19,-0.2,0.01,Star,B3V,B3,
HD 32301 ,iot Tau,"05 03 05,74725","+21 35 23,8627",05,03,05.7,75.773946875,1.32250486020002,+,21,35,23.9,21.5899618611111,0.376815919856391,180.7716,-12.0646,4.781,4.626,0.155,0.2,-0.05,**,A7V,A7,
HD 32309 ,HD 32309,"05 01 25,58052","-20 03 06,9147",05,01,25.6,75.3565855,1.31522053003562,-,20,03,06.9,-20.05192075,-0.349972038436471,220.273,-32.8486,4.852,4.894,-0.042,-0.07,0.03,Star,B9V,B9,
HD 32343 , 11 Cam,"05 06 08,45158","+58 58 20,5388",05,06,08.5,76.5352149166667,1.33579149401731,+,58,58,20.5,58.9723718888889,1.02926205717166,150.9872,10.7958,5,5.03,-0.03,-0.24,0.21,Be*,"B2,5Ve","B2,5",
